id,tier,slug,name,allow_multiple_purchases,skill,required_talent,summary,description,notes
cbe83f7f-efe9-4496-9fc6-90a78134d435,1,charge,Charge,FALSE,,melee,"Permet une attaque de mêlée en action libre après une course de 4,5 m, avec bonus +5 ou 1 dé. Peut repousser ou renverser la cible.","Permet au personnage d’effectuer une attaque de mêlée en action libre lorsqu’il court en ligne droite sur une distance d’au moins 4,5 mètres immédiatement avant d’effectuer cette attaque.\n\nIl peut ajouter un bonus de +5 à son test d’attaque ou un dé de dégâts supplémentaire.\n\nSi la catégorie de taille de la cible est inférieure ou égale à celle du personnage, la cible doit effectuer un jet de sauvegarde d’Acrobaties ou d’Athlétisme.\n\nEn cas d’échec, elle est repoussée de 3 mètres, ou elle est repoussée de 1,5 mètres et tombe renversée au sol, au choix du personnage.",🔗
a5f9dd24-d67f-492a-a0b6-61b70ec0866d,2,chargement-rapide,Chargement rapide,FALSE,,tir-rapide,Peut charger une arme à munition en une action sans déclencher d’attaque d’opportunité.,"Permet au personnage de charger une arme en une seule action au lieu de deux.\n\nÉgalement, lorsqu’il charge une arme, il ne déclenche pas d’attaque d’opportunité.",🔗
837e10ea-eb84-4068-9c53-7d7dd2da72d4,2,chasse-mage,Chasse-mage,FALSE,,barriere-mentale,"Déclenche une attaque d’opportunité contre un lanceur, désavantage à sa concentration, avantage à la Discipline contre ses pouvoirs.","Le personnage acquiert les capacités suivantes :\n\n- Lorsqu’une créature qu’il peut atteindre par une attaque de mêlée canalise un pouvoir, alors celle-ci déclenche une attaque d’opportunité de sa part.\n- Lorsqu’il blesse une créature se concentrant sur un pouvoir, alors le jet de sauvegarde de Discipline de celle-ci afin de maintenir sa concentration est affligé du désavantage.\n- Ses jets de sauvegarde de Discipline contre les pouvoirs canalisés par une créature qu’il peut atteindre par une attaque de mêlée se voient conférer l’avantage.",🔗
15994896-a12d-40d2-8ce0-1e71aaba0724,3,colosse,Colosse,FALSE,athletisme,force-incroyable,"Se libère facilement des entraves, résiste mieux aux bousculades et soulève les charges comme s’il était d’une taille supérieure.","Le personnage acquiert les capacités suivantes :\n\n- Il peut utiliser une action afin de se libérer de toute contrainte physique sans nécessiter de test.\n- Il se voit conférer l’avantage à ses tests afin de se libérer de toute contrainte surnaturelle.\n- Sa taille est considérée comme étant d’une catégorie supérieure lorsqu’il agrippe une autre créature, ou qu’il soulève, tire ou pousse un poids.\n- Lorsqu’il est bousculé, il se voit conférer l’avantage à son jet de sauvegarde d’Athlétisme.","🔗\n- action\n- contrainte physique?\n- test\n- don associé à Athlétisme: When you successfully shove a creature, you can deal the target bludgeoning damage equal to your Strength modifier (minimum of 1 damage).\n- bousculade\n- avantage\n- manipuler un poids (soulever, tirer ou pousser)\n- jet de sauvegarde"
33858a79-3e6d-46c5-a374-8ad0c713a7c0,0,combinaison-elementaire,Combinaison élémentaire,FALSE,,elementarisme,"Permet d’acquérir les pouvoirs de tiers 0 issus d’une combinaison de deux éléments maîtrisés, avec un rabais sur les deux premiers.",Le personnage peut acquérir les pouvoirs de tiers 0 issus d’une combinaison de deux éléments pour lesquels il a acquis le talent Élémentarisme.\n\nIl peut acquérir à rabais ses deux premiers pouvoirs issus d’une combinaison élémentaire.,🔗
98aac1de-2558-40e1-9bb9-d6aedad2e927,3,commandement,Commandement,FALSE,,poigne-de-fer,"Ajoute un bonus d’Initiative selon ses attributs et peut ordonner des attaques, déplacements ou échanges à ses alliés.","Le personnage acquiert les capacités suivantes :\n\n- Si son Intellect est supérieur à ses Sens, il ajoute un bonus égal à la différence entre ces attributs à ses tests d’Initiative.\n- Par une action, le personnage ordonne à un allié d’effectuer une attaque. L’allié utilise sa réaction afin d’effectuer l’attaque.\n- Par une action, le personnage ordonne à un allié de se déplacer. L’allié utilise sa réaction afin d’effectuer se déplacer à la moitié de sa vitesse, ou il effectue un pas prudent. Les attaques d’opportunité déclenchées par ce déplacement sont affligées du désavantage.\n- Par une action, le personnage ordonne à un allié situé à 1,5 mètres ou moins d’échanger de position. L’allié utilise sa réaction afin d’effectuer un pas prudent en même temps que le personnage, qui l’effectue en action libre.\n- Par une action, le personnage ordonne à deux alliés n’ayant pas encore joué leur tour pendant le round actuel d’échanger leur valeur d’Initiative.",🔗
d1b8bb74-ffc6-4430-a681-365947746c3b,3,compagnon-animal,Compagnon animal,FALSE,,obeissance-animale,"Permet de dresser une bête de niveau 1 et d’en faire un compagnon sans limite de tours, +PV, ordres libres et comportement défensif autonome.","Le personnage peut désormais apprivoiser et dresser une bête de niveau 1 ou moins.\n\nÉgalement, il peut entraîner une des bêtes qu’il a dressées pendant 8 heures afin de la désigner comme son compagnon animal.\n\nCet entraînement peut être fractionné en plusieurs périodes et effectué pendant une halte.\n\nIl ne peut avoir qu’un seul compagnon animal à la fois.\n\nLes points de Vitalité maximum de son compagnon animal augmentent d’une valeur égale à son rang de Survie (minimum 5).\n\nUne fois par tour, il peut lui donner un ordre par une action libre.\n\nSon compagnon animal n’a pas de limite de nombre de tours qu’il peut apprendre.\n\nLe compagnon effectue l’activité Défense à son tour s’il ne reçoit pas d’ordre, et il peut utiliser sa réaction afin d’effectuer une attaque d’opportunité sans en recevoir l’ordre contre une créature attaquée précédemment par le personnage ou un allié du personnage.\n\nSi le personnage est absent ou incapable, son compagnon agit par lui-même, se consacrant à se défendre et à protéger son maître.",🔗
d84c7bba-3504-4119-8431-cac20a805103,0,competence,Compétence,TRUE,,,Bonus d’Apprentissage.,Confère au personnage un bonus permanent de 4 points d’Apprentissage.,🔗
1dfd0e3c-c3d5-4913-9b53-3876280822ef,3,conjecture,Conjecture,FALSE,intuition,discernement,Avantage contre effets de contrainte ou altérant la mémoire. Peut faire une attaque d’opportunité par action libre une fois par round.,"Le personnage se voit conférer l’avantage à ses tests contre les effets et pouvoirs le contraignant à agir d’une certaine manière, ou modifiant le contenu de sa mémoire.\n\nÉgalement, une fois par round, il peut effectuer une attaque d’opportunité par une action libre.",🔗
816c19f7-0e9f-4237-a80e-3ba59c3d1065,0,connaissance,Connaissance,FALSE,connaissance,,"Accorde au personnage un nombre de domaines de connaissances égal à son rang de Connaissance, choisis en collaboration avec le maître de jeu.",Le personnage acquiert des connaissances sur un nombre de domaines spécifiques égal à son rang de Connaissance.\n\nLe joueur et le maître de jeu collaborent afin de définir les sujets pouvant constituer un domaine de connaissances.,🔗
2af6f76c-afdf-4be9-a72f-5a57eb228b98,1,costaud,Costaud,FALSE,athletisme,athletisme,Octroie une vitesse de nage et d’escalade égale à la marche. Supprime les pénalités en combat avec des armes non légères.,"Le personnage acquiert une vitesse de nage et d’escalade égale à sa vitesse de marche.\n\nÉgalement, il n’est pas pénalisé lorsqu’il combat en maniant plusieurs armes n’étant pas légères.",🔗
98f622d6-5a9f-4d31-9f31-3b8d77288647,0,coup-critique,Coup critique,FALSE,,,"Permet d’obtenir un coup critique si la somme des dés égale 18 ou 19. Avec Adresse ≥ 5, certaines paires remplacent l’échec critique par un coup critique.","Lorsque le personnage effectue une attaque, il obtient un coup critique si la somme des dés égale 18 ou 19.\n\nÉgalement, si son Adresse est supérieure ou égale à 5, il remplace l’échec critique par un coup critique lorsqu’il obtient une paire de 2, de 3, de 4 ou de 5.",🔗
66eff644-1762-4011-ae77-63e876aa5eca,1,coup-de-bouclier,Coup de bouclier,FALSE,,melee,"Permet d’attaquer, bousculer et protéger avec un bouclier. Ajoute la Défense du bouclier à divers tests. Nécessite d’être formé.","Le personnage acquiert les capacités suivantes :\n\n- Une fois par tour, il peut effectuer une attaque par un test de Mêlée en donnant un coup de bouclier. Il ajoute la Défense au test de l’attaque et inflige 1 + Force points de dégâts non létaux.\n- Une fois par tour, lorsqu’il effectue une Bousculade, il peut le faire avec son bouclier. Il ajoute à son test d’Athlétisme un bonus égal à la Défense de son bouclier.\n- Lorsqu’il voit une créature attaquer un allié situé à 1,5 mètres ou moins de sa position, il peut utiliser sa réaction afin de protéger son allié, lui conférant le bonus de Défense de son bouclier contre cette attaque.\n- Il peut utiliser sa réaction afin d’ajouter la Défense de son bouclier à un jet de sauvegarde d’Acrobaties.\n\nAfin d’utiliser ces capacités, il doit être formé avec le bouclier qu’il tient.",🔗
d0c79355-6749-49cc-aa4b-25bd71c87646,1,critique-accru,Critique accru,FALSE,,coup-critique,"Permet d’obtenir un coup critique si la somme des dés égale 17. En cas de critique, un second test peut doubler les dégâts si un autre critique est obtenu.","Lorsque le personnage effectue une attaque, il obtient un coup critique si la somme des dés égale 17.\n\nÉgalement, lorsqu’il obtient un coup critique pour une attaque, il peut relancer les dés du test afin de tenter de confirmer le coup critique.\n\nS’il confirme le coup critique, il roule une seconde fois les dés de dégâts et les ajoute aux points de dégâts infligés.",🔗
4051b38d-673e-4d88-b3ce-c72f99acfd77,3,critique-extraordinaire,Critique extraordinaire,FALSE,,critique-superieur,Coup critique sur un résultat de 15. Un critique confirmé peut être confirmé une seconde fois pour infliger des dégâts additionnels ou déclencher un effet narratif.,"Lorsque le personnage effectue une attaque, il obtient un coup critique si la somme des dés égale 15.\n\nÉgalement, lorsqu’il confirme un coup critique, il peut tenter de le confirmer une seconde fois.\n\nS’il réussit, il ajoute encore les dégâts de dégâts ainsi que sa Force, Précision, Puissance ou Stratagème aux points de dégâts infligés.\n\nAlternativement, le maître de jeu peut, à sa discrétion, remplacer cet effet par un effet de son choix, par exemple :\n\n- Les points de Vitalité de la cible chutent à 0.\n- Il ajoute un effet supplémentaire au coup critique.\n- Il donne un point d’Espérance supplémentaire au joueur.\n- Il permet à un allié du personnage d’utiliser sa réaction afin d’effectuer une action.",🔗
eb3d0edf-c81b-4323-af6c-119fad02b0f9,2,critique-superieur,Critique supérieur,FALSE,,critique-accru,"Coup critique sur un résultat de 16. En cas de critique confirmé, ajoute une seconde fois l’attribut de dégâts (Force, Précision, Puissance ou Stratagème).","Lorsque le personnage effectue une attaque, il obtient un coup critique si la somme des dés égale 16.\n\nÉgalement, lorsqu’il confirme un coup critique, il ajoute une seconde fois sa Force, Précision, Puissance ou Stratagème aux points de dégâts infligés.",🔗
489ae2de-3fed-4db5-a5f3-b9e3d2d751dd,1,cuirasse,Cuirassé,FALSE,,formation-martiale,"Formé aux armures et boucliers lourds, il ignore le bruit des armures légères et moyennes, et peut dormir dedans sans malus.",Le personnage acquiert les capacités suivantes :\n\n- Il est formé au port des armures lourdes et à l’utilisation des boucliers lourds.\n- Il ignore la propriété Bruyante des armures légères et moyennes qu’il porte.\n- Il peut dormir en portant une armure légère ou moyenne sans subir de pénalité à sa régénération.,🔗
ebe88eb7-4550-4a2c-b5d8-f6a79a077779,1,culbutes,Culbutes,FALSE,acrobaties,acrobaties,"Accroît l’agilité du personnage en facilitant ses déplacements en terrain hostile, en lui permettant d’amortir les chutes avec efficacité et en augmentant légèrement sa vitesse de déplacement.","Le personnage acquiert les capacités suivantes :\n\n- Il peut traverser la case d’une créature hostile, quelle que soit sa taille.\n- Lorsqu’il réussit un test d’Acrobaties afin d’amortir sa chute, il ignore les dégâts de la première tranche de 1,5 mètres, et les dégâts des deux tranches suivantes sont non létaux.\n- Bonus permanent d’un point de mouvement.",🔗
75ad3fae-022f-49cf-86ae-5372cdbf2704,2,derobade,Dérobade,FALSE,,parade,"Lors d'une parade ou esquive, réduit les dégâts subis. Un jet réussi évite tous les dégâts; un échec n’inflige que la moitié.","Lorsque le personnage effectue une parade, si l’attaque réussit tout de même, il réduit les points de dégâts d’une valeur égale à son rang d’Acrobaties + Attaque de son arme (minimum 0).\n\nÉgalement, lorsqu’il utilise sa réaction afin d’ajouter le bonus d’attaque de son arme à un jet de sauvegarde d’Acrobaties, s’il réussit le jet de sauvegarde afin de réduire de moitié les points de dégâts, il évite complètement la source des dégâts et ne reçoit aucun point de dégât.\n\nIl ne reçoit que la moitié des points de dégâts s’il échoue le jet de sauvegarde.",🔗
818bfbdc-53f3-4708-afa4-98d7ffd45b01,3,desarconnement,Désarçonnement,FALSE,,double-attaque,"Une fois par round, peut avoir l’avantage à une attaque en main secondaire. Gagne +1 à l’Esquive par arme différente maniée sans bouclier.","Une fois par round, le personnage peut se conférer l’avantage à un test d’attaque effectué par une main secondaire.\n\nÉgalement, lorsqu’il combat en maniant une arme différente dans plusieurs mains, il se voit conférer un bonus de +1 à l’Esquive pour chaque arme s’il ne bénéficie pas d’un bouclier.",🔗
3983a1e5-04b0-429f-b2d7-3bef9a368210,2,destruction,Destruction,FALSE,,bris,🚧,🚧,"🔗\n\n🚧Une fois par round, en effectuant une attaque en maniant arme improvisée, permet au personnage de dépenser 10 points d’Énergie afin de doubler les points de Résistance perdus par son arme, ce qui lui permet de la briser plus rapidement.\n🚧Également, lorsque le personnage utilise cette capacité et qu’il brise une arme improvisée sur une créature alors celle-ci est assommée jusqu’à la fin de son prochain tour si elle échoue le jet de sauvegarde de Résistance."
78beffcc-1467-4915-b30d-6033ec81dba0,0,diplomatie,Diplomatie,FALSE,diplomatie,,"Permet d’aider une créature située à 4,5 mètres ou moins de la position du personnage.","Permet au personnage d’aider une créature située à 4,5 mètres ou moins de sa position.",🔗
1f4ff369-ddf8-4cc8-bf84-77e8856bb370,2,discernement,Discernement,FALSE,intuition,suspicion,Confère l’avantage à divers tests contre une créature après avoir décelé un mensonge et aide une créature contrainte à rejouer un jet.,"Lorsque le personnage réussit un test d’Intuition afin de déterminer si une créature dit la vérité, ses tests de Diplomatie, de Représentation, de Tromperie et des compétences associées à l’Intellect et aux Sens contre cette créature se voient conférer l’avantage pendant la prochaine minute, tant qu’il peut continuer à observer les yeux et la bouche de la créature.\n\nÉgalement, il peut discuter pendant 10 minutes avec une créature affectée par un effet ou un pouvoir la contraignant à agir d’une certaine manière ou ayant modifié sa mémoire.\n\nCelle-ci peut alors rejouer le jet de sauvegarde contre l’effet ou le pouvoir.\n\nLa créature ne peut bénéficier de cette capacité jusqu’à ce qu’elle complète une nuit de sommeil.",🔗
decd2ec6-4c3c-4f58-9c98-4788ff52ce12,0,discipline,Discipline,FALSE,discipline,,Bonus d’Énergie.,Confère au personnage un bonus permanent de 5 points d’Énergie.,🔗
f3532601-736a-4825-9957-104521e723f2,3,disparition,Disparition,FALSE,furtivite,embuscade,"Permet de se dissimuler en réaction à une distraction ennemie, puis de se déplacer à vitesse normale en restant caché, au coût de 5 Énergie par case.","Permet au personnage de profiter d’une distraction causée par une créature ennemie située à 9 mètres ou moins de sa position afin de s’en dissimuler.\n\nCette distraction peut être un déplacement en s’éloignant du personnage, une attaque ou un pouvoir ne ciblant pas le personnage, ou des points de dégâts reçus de la part d’une créature différente du personnage.\n\nLe personnage effectue un test de Furtivité contre la créature ennemie en réaction, et si le test est réussi, il peut ensuite se déplacer à sa vitesse normale tout en restant dissimulé de cette créature.\n\nIl dépense 5 points d’Énergie par case traversée.",🔗
194f8473-6278-4c5b-9794-c55ef03c02d3,1,distraction,Distraction,FALSE,representation,representation,"Peut distraire les ennemis pour conférer l’avantage et se battre avec style, remplaçant certains tests et dégâts par Représentation et Stratagème.","### Distraction\n\nLorsque le personnage aide un allié à attaquer une créature, il peut tenter de distraire toute créature située à 1,5 mètres ou moins de la cible et qui peut le voir.\n\nIl effectue un test de Représentation opposé à un test de Discipline ou d’Intuition de toute cible.\n\nEn cas d’échec, le test de la prochaine attaque dirigée contre la créature ayant échoué le test se voit conférer l’avantage.\n\n## Combat de scène\n\nLe personnage sélectionne un type d’arme de mêlée ou de jet et est formé pour ce type d’arme s’il ne l’est pas déjà.\n\nLorsque son tiers augmente, il sélectionne un type d’arme additionnel.\n\nLorsqu’il effectue une attaque en maniant cette arme, il peut remplacer le test de Mêlée ou d’Orientation par un test de Représentation en retirant la moitié de son rang de compétence.\n\nIl peut remplacer sa Force ou sa Précision par la moitié de son Stratagème lorsqu’il inflige des points de dégâts avec cette arme.",🔗
55fd1485-6263-4b91-aef2-20de9723358e,2,double-attaque,Double attaque,FALSE,,ambidextre,"Ajoute pleinement sa Force ou Précision aux dégâts en main secondaire, et réduit les pénalités à -2/-5 lors d’attaques faites avec deux mains différentes.","Lorsque le personnage effectue une attaque avec une main secondaire, il ajoute la totalité de sa Force ou de sa Précision aux points de dégâts infligés.\n\nÉgalement, lorsqu’il effectue plusieurs attaques par round en utilisant une main différente par attaque, alors la pénalité de sa deuxième attaque est de -2, et la pénalité de sa troisième attaque est de -5.",🔗
0ddfd122-c54f-42d1-8d0a-ee5a52590824,0,dressage,Dressage,FALSE,,survie,"Permet d’apprivoiser une bête de faible niveau, de lui enseigner des tours simples et de lui ordonner d’en exécuter un par une action.","Permet au personnage d’apprivoiser et de dresser une bête de niveau ⅛ ou moins par une série de tests de Survie, à la discrétion du maître de jeu.\n\nIl peut lui apprendre des tours simples tels sauter, attaquer, récupérer un objet, etc. par une série de tests de Survie.\n\nUne bête peut apprendre un nombre maximum de tours égal à son 6 + Intellect.\n\nPar une action, le personnage peut ordonner à la bête d’effectuer un des tours pour lequel elle a été entraînée.\n\nIl peut également ordonner à une bête d’effectuer une attaque d’opportunité en réaction si une créature située à 1,5 mètres ou moins de la bête déclenche une attaque d’opportunité.\n\nLa bête exécutera l’ordre si cela ne met pas directement sa vie en danger.",🔗
0b4d7dc7-c609-4998-b225-f5d6997b4ef0,0,elementarisme,Élémentarisme,TRUE,,occultisme,"Permet d’acquérir gratuitement un pouvoir de tiers 0 d’un élément non encore maîtrisé, et d’apprendre les pouvoirs de tiers 0 de cet élément.","Le personnage sélectionne un des éléments pour lequel il n’a pas encore acquis ce talent et acquiert gratuitement un pouvoir de tiers 0 associé à cet élément.\n\n- Air : Contrôle de l’Air\n- Eau : Contrôle de l’Eau\n- Feu : Contrôle du Feu\n- Terre : Contrôle de la Terre\n- Esprit : au choix\n\nÉgalement, il peut désormais acquérir les pouvoirs de tiers 0 associés à cet élément.",🔗
bcb723dd-f0ef-41c7-b40b-d8b4467c40a6,1,emboiter-le-pas,Emboîter le pas,FALSE,diplomatie,diplomatie,"Confère l’avantage pour persuader d’imiter une action. En aidant, peut donner un bonus égal à la moitié du rang en Diplomatie en dépensant de l’Énergie.","Lorsque le personnage effectue une action, il se voit conférer l’avantage à son test de Diplomatie afin de persuader d’autres créatures d’effectuer la même action que lui.\n\nÉgalement, lorsqu’il aide une créature, il peut conférer un bonus au test de cette créature égal à la moitié de son rang de Diplomatie en dépensant un nombre égal de points d’Énergie.",🔗
9a04b0c1-cc5c-4c24-a278-7b43d8cd5c63,2,embuscade,Embuscade,FALSE,furtivite,maraudage,"Peut relancer les dés de dégâts en attaque dissimulée. Permet un Pas prudent en réaction lié à un test de Furtivité, suivi d’un nouveau jet.","Lorsque le personnage réussit une attaque en étant dissimulé, il peut rouler deux fois les dés de dégâts et conserver le résultat de son choix.\n\nÉgalement, lorsqu’il effectue un test de Furtivité, il peut utiliser sa réaction afin d’effectuer un Pas prudent dans la direction de son choix en se jetant au sol.\n\nIl peut également utiliser sa réaction pour en faire ainsi lorsqu’il voit une créature effectuer un test de Furtivité, mais il doit se déplacer en direction de cette créature.\n\nLa créature peut également utiliser sa réaction afin d’effectuer un Pas prudent en direction du personnage en se jetant au sol.\n\nCette capacité permet au personnage et à la créature, si elle s’est jetée au sol, de rejouer le test de Furtivité et de conserver le nouveau résultat.",🔗
2003e778-038f-4377-9392-70dcb0d6ffa0,1,endurance-accrue,Endurance accrue,FALSE,discipline,discipline,Confère 10 points d’Énergie en bonus permanent. Il peut ignorer les niveaux 1 à 3 de Fatigue en dépensant 10 points d’Énergie par action.,"Confère au personnage un bonus permanent de 10 points d’Énergie.\n\nÉgalement, il peut annuler les effets des niveaux 1 à 3 de Fatigue en dépensant 10 points d’Énergie par action.",🔗
084cc6ea-b2f2-41ae-8e6a-6c31e3477da1,3,endurance-extraordinaire,Endurance extraordinaire,FALSE,discipline,endurance-superieure,Confère 20 points d’Énergie en bonus permanent. Peut remplacer un critique non létal ou surnaturel en réussite simple (réaction).,"Confère au personnage un bonus permanent de 20 points d’Énergie.\n\nÉgalement, lorsqu’il est victime d’un coup critique provenant d’une attaque infligeant des points de dégâts non létaux ou surnaturels, il peut utiliser sa réaction afin de remplacer le coup critique par une réussite simple.",🔗
f3d94f45-7dd5-46b6-b9d0-b926a62c68a7,2,endurance-superieure,Endurance supérieure,FALSE,discipline,endurance-accrue,"Bonus de 15 Énergie. Peut convertir la moitié des dégâts en non létaux. Avantage aux jets contre la Fatigue, ou réussite auto (1 fois/jour).","Le personnage acquiert les capacités suivantes :\n\n- Bonus permanent de 15 points d’Énergie.\n- Lorsqu’il reçoit des dégâts létaux, il peut utiliser sa réaction afin de convertir la moitié des points de dégâts en dégâts non létaux.\n- Il se voit conférer l’avantage à ses jets de sauvegarde afin d’éviter d’augmenter son niveau de Fatigue. Il peut réussir automatiquement un tel jet de sauvegarde, mais doit faire halte ou compléter une nuit de sommeil afin de réutiliser cette capacité.",🔗
f6f3617d-be13-43c7-aeb5-034addefdaa5,1,enquete,Enquête,FALSE,investigation,investigation,Avantage aux attaques contre une créature trouvée jusqu’à la fin du prochain tour. Peut remplacer certains tests non formés par Investigation -½ rang.,"Lorsque le personnage trouve une créature dissimulée, ses tests d’attaque contre cette créature se voient conférer l’avantage jusqu’à la fin de son prochain tour.\n\nÉgalement, lorsqu’il effectue un test de Connaissance, de Linguistique ou de Médecine, s’il n’est pas formé pour cette compétence et qu’il possède du matériel de référence, alors il peut dépenser 15 points d’Énergie et remplacer le test par un test d’Investigation en retirant la moitié de son rang.",🔗
4013331f-8595-44bb-81b3-409030985e53,0,entrainement-i,Entraînement I,TRUE,,,Augmente de +1 un attribut dont la valeur était de 0 ou moins avant l’acquisition de ce talent. Effet permanent.,Augmente de +1 de manière permanente un attribut du personnage dont la valeur était inférieure ou égale à 0 avant l’acquisition de ce talent.,🔗
29d05f2d-e645-4fb6-932d-6fe40eafde51,1,entrainement-ii,Entraînement II,TRUE,,,Augmente de +1 un attribut dont la valeur était de 1 ou moins avant l’acquisition de ce talent. Effet permanent.,Augmente de +1 de manière permanente un attribut du personnage dont la valeur était inférieure ou égale à 1 avant l’acquisition de ce talent.,🔗
11337ba6-26f9-4912-a4a2-599d625177c6,2,entrainement-iii,Entraînement III,TRUE,,,Augmente de +1 un attribut dont la valeur était de 2 ou moins avant l’acquisition de ce talent. Effet permanent.,Augmente de +1 de manière permanente un attribut du personnage dont la valeur était inférieure ou égale à 2 avant l’acquisition de ce talent.,🔗
3c7b63fd-c312-4df6-ac01-e1debf4b7091,3,entrainement-iv,Entraînement IV,TRUE,,,Augmente de +1 un attribut dont la valeur était de 3 ou moins avant l’acquisition de ce talent. Effet permanent.,Augmente de +1 de manière permanente un attribut du personnage dont la valeur était inférieure ou égale à 3 avant l’acquisition de ce talent.,🔗
6ee868b1-a3ca-471a-9184-49322672e16b,3,entreposage-magique,Entreposage magique,FALSE,,bricolage-magique,Entrepose un pouvoir dans un objet pour un nombre d’activations limité ; l’activation reproduit l’effet avec ses caractéristiques.,"À la fin d’une nuit de sommeil, le personnage peut entreposer un pouvoir de son choix, du niveau de son choix, dans une arme ou dans des outils de bricoleur.\n\nIl effectue un test d’Occultisme et le résultat est entreposé dans l’objet avec le pouvoir.\n\nLe pouvoir doit être incanté en deux actions ou moins et ne coûte aucun point d’Énergie au personnage\n\nPendant que le pouvoir est entreposé dans l’objet, le personnage ne peut le canaliser sans utiliser l’objet.\n\nSi le pouvoir nécessite des composantes Focus ou Matériel, elles doivent être fournies afin d’entreposer le pouvoir dans l’objet, mais elles ne doivent être fournies qu’une seule fois même si l’objet permet de canaliser le pouvoir plusieurs fois.\n\nUne créature peut activer l’objet par l’activité Objet (une action) afin de produire l’effet du pouvoir au niveau entreposé.\n\nSi le pouvoir requiert la concentration, la créature activant l’objet doit se concentrer sur celui-ci.\n\nLa créature utilise les caractéristiques du personnage lorsqu’elle active l’objet et le résultat du test entreposé.\n\nLe pouvoir reste entreposé dans l’objet jusqu’à ce que le personnage réutilise cette capacité sur un autre objet, ou jusqu’à ce que l’objet soit activé un nombre de fois égal au double de l’Intellect du personnage (minimum 1).",🔗
f886a737-0974-418a-a7d3-b14a79b37f16,2,erudition,Érudition,FALSE,,naturalisme,"Confère des bonus contre une créature identifiée (dégâts, surprise, critique) et maximise les dégâts contre une structure dont les faiblesses sont connues.","### Bestiaires\n\nLorsque le personnage réussit un test de Connaissance à propos d’une créature naturelle ou construite, il acquiert les capacités suivantes jusqu’à la fin de la journée.\n\n- Il ne peut être surpris par cette créature ou par une autre créature de la même espèce.\n- Lorsqu’il est victime d’un coup critique de cette créature ou d’une autre créature de la même espèce, il peut utiliser sa réaction afin de transformer cette attaque en réussite non critique.\n- Une fois par round, lorsqu’il réussit une attaque dirigée contre cette créature ou une autre créature de la même espèce, il ajoute à son attaque un nombre de points de dégâts égal à son Intellect (minimum 1).\n\n### Architecture\n\nIl peut également examiner une structure ou un objet inanimé pendant 10 minutes.\n\nS’il réussit un test de Connaissance à propos de cette structure ou de cet objet, il peut discerner grossièrement l’âge de celui-ci ainsi que les points faibles des matériaux le composant.\n\nLorsqu’il endommage cet objet ou cette structure, que cela soit en attaquant ses points faibles ou en utilisant une substance (par exemple en appliquant de l’acide sur du métal), il maximise les dégâts infligés en remplaçant les dés de dégâts par leur valeur maximale.",🔗
d1d8e7b7-503e-40fe-a912-09c1b4656a95,2,escamotage,Escamotage,FALSE,roublardise,mefait-feutre,Permet de chaparder un objet tenu et de saboter un pouvoir par Roublardise en réaction. Désavantage si pas dissimulé ou objet difficile.,"### Chaparde\n\nLe personnage peut tenter de dérober un objet tenu ou attaché fermement à une autre créature si la taille de celle-ci est d’au plus une catégorie supérieure à la sienne.\n\nIl effectue un test de Roublardise opposé à un test d’Athlétisme ou de Roublardise de la cible.\n\nLe test du personnage est affligé du désavantage s’il n’est pas dissimulé aux yeux de la cible, et s’il tente de lui arracher une arme ou un bouclier.\n\nSi le personnage réussit le test, il peut s’emparer de l’objet s’il a une main libre, sinon l’objet tombe au sol.\n\n### Interruption\n\nLorsqu’une créature située à 1,5 mètres ou moins de sa position canalise un pouvoir requérant une composante focus ou matérielle, il peut utiliser sa réaction et dépenser 20 points d’Énergie afin de tenter de saboter la canalisation.\n\nIl effectue un test de Roublardise, et si le résultat obtenu est supérieur ou égal au résultat du test d’Occultisme de la cible, la canalisation échoue.\n\nLe test du personnage est affligé du désavantage s’il n’est pas dissimulé aux yeux de la cible.\n\nLa cible conserve tout de même ses points d’Énergie et ses composantes.",🔗
d3641484-72ca-47e2-a9f5-2ac7f891cad4,3,evasion,Évasion,FALSE,,derobade,"Afflige le désavantage en parade, réduit mieux les dégâts et peut attraper un projectile ou esquiver totalement une fois par repos.","Le personnage acquiert les capacités suivantes :\n\n- Lorsqu’il effectue une parade, le test d’attaque de la cible se voit affligé du désavantage. Si l’attaque réussit tout de même, il réduit de moitié les points de dégâts reçus si cette réduction est supérieure à celle de la dérobade.\n- Lorsqu’il effectue une parade et que l’attaque échoue, s’il s’agissait d’une attaque à distance et qu’une de ses mains est libre, il peut attraper au vol le projectile.\n- Il peut utiliser sa réaction afin de réussir instantanément un jet de sauvegarde d’Acrobaties pour réduire de moitié des points de dégâts, ne recevant ainsi aucun point de dégât. Il doit compléter une nuit de sommeil afin de réutiliser cette capacité.",🔗
95c24499-4fc7-46b1-9164-276d05fa4632,0,expertise,Expertise,TRUE,,,Accorde un bonus permanent de 2 + Tiers aux tests d’une compétence sélectionnée. Ce talent peut être acquis une fois pour chaque compétence.,"Ce talent peut être acquis une fois pour chaque compétence.\n\nÀ l’acquisition de ce talent, le personnage sélectionne une compétence.\n\nIl se voit conférer un bonus permanent de 2 + Tiers aux tests de cette compétence.",🔗
